photo_id,project_id,category,latitude,longitude,capture_date,is_seeded_duplicate,filename
PHT000026,PRJ00013,School Building Repair,19.727733345951624,75.61279635137183,2026-08-24,False,PHT000026.jpg
PHT000027,PRJ00013,School Building Repair,19.727218448223294,75.61284684734837,2026-08-20,False,PHT000027.jpg
PHT000028,PRJ00014,Street Lighting,19.70985620671754,76.18937868737093,2026-04-04,False,PHT000028.jpg
PHT000029,PRJ00014,Street Lighting,19.71051041212319,76.18864834837146,2026-08-20,False,PHT000029.jpg
PHT000030,PRJ00014,Street Lighting,19.709978014985406,76.18946274207622,2026-07-23,False,PHT000030.jpg
PHT000031,PRJ00015,Street Lighting,19.44816985992408,75.29344389066094,2025-08-16,False,PHT000031.jpg
PHT000032,PRJ00015,Street Lighting,19.44757271065704,75.29315036823802,2025-03-28,False,PHT000032.jpg
PHT000033,PRJ00015,Street Lighting,19.44736774901539,75.29394804462278,2024-10-07,False,PHT000033.jpg
PHT000034,PRJ00016,Borewell / Handpump,19.32397321172345,76.17119746385525,2026-02-13,False,PHT000034.jpg
PHT000035,PRJ00017,Road Construction,19.373684185885715,75.612145180775,2025-08-19,False,PHT000035.jpg
PHT000036,PRJ00017,Road Construction,19.37330921257113,75.6129691760633,2025-11-30,False,PHT000036.jpg
PHT000037,PRJ00018,Library / Reading Room,19.24431051448216,75.50467555606974,2024-12-29,False,PHT000037.jpg
PHT000038,PRJ00018,Library / Reading Room,19.24353342258664,75.50464915458731,2024-12-07,False,PHT000038.jpg
PHT000039,PRJ00018,Library / Reading Room,19.24401677598352,75.50486908892213,2025-04-18,False,PHT000039.jpg
PHT000040,PRJ00019,School Building Repair,20.266525818114967,76.25513075792034,2026-05-02,False,PHT000040.jpg
PHT000041,PRJ00019,School Building Repair,20.266010468938912,76.25489273581401,2026-03-20,False,PHT000041.jpg
PHT000042,PRJ00019,School Building Repair,20.26627200076742,76.2548011528191,2026-07-31,False,PHT000042.jpg
PHT000043,PRJ00020,Sports Infrastructure,19.83173355266005,75.70332551316409,2026-08-06,False,PHT000043.jpg
PHT000044,PRJ00020,Sports Infrastructure,19.83118693183168,75.7034911518641,2026-08-10,False,PHT000044.jpg
PHT000045,PRJ00021,Drinking Water Supply,19.68706775003817,76.28247617461504,2026-03-25,False,PHT000045.jpg
PHT000046,PRJ00022,Community Hall,19.541617161196207,75.85849598718531,2025-12-31,False,PHT000046.jpg
PHT000047,PRJ00023,Road Construction,19.14888154636097,75.80915161089924,2026-05-18,False,PHT000047.jpg
PHT000048,PRJ00023,Road Construction,19.149297747390083,75.80902307607182,2025-03-17,False,PHT000048.jpg
PHT000049,PRJ00024,Road Construction,19.929051443805715,75.56418819353742,2025-05-18,False,PHT000049.jpg
PHT000050,PRJ00024,Road Construction,19.9292763361058,75.56373607573248,2025-07-01,False,PHT000050.jpg
PHT000051,PRJ00025,Public Toilet Complex,19.409212651618745,75.8922315239807,2025-05-05,False,PHT000051.jpg
PHT000052,PRJ00025,Public Toilet Complex,19.409739895433383,75.89152886559891,2025-06-08,False,PHT000052.jpg
PHT000053,PRJ00026,Public Toilet Complex,20.176864034522264,76.18022887051633,2026-05-13,False,PHT000053.jpg
PHT000054,PRJ00026,Public Toilet Complex,20.176789779733102,76.18058956177215,2025-10-07,False,PHT000054.jpg
PHT000055,PRJ00027,Drainage System,20.03583345147038,75.87053534930097,2026-07-27,False,PHT000055.jpg
PHT000056,PRJ00028,Drinking Water Supply,19.22196431332394,75.89613569693311,2026-08-29,False,PHT000056.jpg
PHT000057,PRJ00028,Drinking Water Supply,19.221468273181745,75.8959159337828,2026-08-29,False,PHT000057.jpg
PHT000058,PRJ00029,Sports Infrastructure,19.368628803768843,75.95441595771557,2026-07-13,False,PHT000058.jpg
PHT000059,PRJ00029,Sports Infrastructure,19.369417162708835,75.9543174675421,2026-08-21,False,PHT000059.jpg
PHT000060,PRJ00029,Sports Infrastructure,19.36912540279348,75.95503197874902,2026-07-06,False,PHT000060.jpg
PHT000061,PRJ00030,Drainage System,19.889357433423022,75.78155504362131,2026-07-06,False,PHT000061.jpg
PHT000062,PRJ00031,Road Construction,19.57122581483329,76.17067212764047,2025-10-04,False,PHT000062.jpg
PHT000063,PRJ00031,Road Construction,19.57200365251608,76.17029493621993,2026-05-27,False,PHT000063.jpg
PHT000064,PRJ00032,Road Construction,19.96657369825375,75.43660037315675,2026-08-19,False,PHT000064.jpg
PHT000065,PRJ00032,Road Construction,19.966851487388883,75.43677570281083,2026-08-25,False,PHT000065.jpg
PHT000066,PRJ00033,Public Toilet Complex,20.197433951392625,75.54404121701964,2026-08-27,False,PHT000066.jpg
PHT000067,PRJ00034,School Building Repair,20.12317779707726,75.45378134350767,2026-08-24,False,PHT000067.jpg
PHT000068,PRJ00035,Public Toilet Complex,20.222974568173825,75.93502727252226,2025-11-18,False,PHT000068.jpg
PHT000069,PRJ00035,Public Toilet Complex,20.223662391368656,75.93533192681213,2026-03-21,False,PHT000069.jpg
PHT000070,PRJ00035,Public Toilet Complex,20.22364350982282,75.93485397899944,2026-06-14,False,PHT000070.jpg
PHT000071,PRJ00036,Street Lighting,19.72220161980418,76.15292534172521,2026-04-04,False,PHT000071.jpg
PHT000072,PRJ00036,Street Lighting,19.722196306353883,76.15254969996263,2025-08-19,False,PHT000072.jpg
PHT000073,PRJ00037,Sports Infrastructure,20.071227042866933,76.07169121762675,2026-01-25,False,PHT000073.jpg
PHT000074,PRJ00037,Sports Infrastructure,20.0708615772608,76.07233346126722,2025-06-17,False,PHT000074.jpg
PHT000075,PRJ00038,Community Hall,19.87948263224989,75.94278474747586,2026-01-31,False,PHT000075.jpg
PHT000076,PRJ00038,Community Hall,19.879981257927906,75.94208894233613,2025-02-04,False,PHT000076.jpg
PHT000077,PRJ00038,Community Hall,19.879820392479434,75.94211542828104,2025-08-13,False,PHT000077.jpg
PHT000078,PRJ00039,School Building Repair,19.659184409296124,75.75124895349323,2026-08-04,False,PHT000078.jpg
PHT000079,PRJ00039,School Building Repair,19.65886887883749,75.7511492465266,2026-07-27,False,PHT000079.jpg
PHT000080,PRJ00040,Public Toilet Complex,20.023963368110174,75.35935362817051,2025-09-13,False,PHT000080.jpg
PHT000081,PRJ00040,Public Toilet Complex,20.02362081307376,75.35934031446436,2026-02-06,False,PHT000081.jpg
PHT000082,PRJ00040,Public Toilet Complex,20.024381092398247,75.359422827207,2025-05-19,False,PHT000082.jpg
PHT000083,PRJ00041,Library / Reading Room,23.171310969301857,88.47089696454908,2026-03-29,False,PHT000083.jpg
PHT000084,PRJ00042,School Building Repair,22.330714591197204,88.45495859021598,2025-08-06,False,PHT000084.jpg
PHT000085,PRJ00042,School Building Repair,22.330629728579908,88.45481243108284,2025-12-11,False,PHT000085.jpg
PHT000086,PRJ00042,School Building Repair,22.330527109599853,88.45562753743712,2025-04-21,False,PHT000086.jpg
PHT000087,PRJ00043,Sports Infrastructure,22.95868014594233,88.15752150120105,2025-05-05,False,PHT000087.jpg
PHT000088,PRJ00044,School Building Repair,22.803989526523324,87.59681568495826,2026-06-21,False,PHT000088.jpg
PHT000089,PRJ00044,School Building Repair,22.80354510239814,87.5971456206525,2025-12-11,False,PHT000089.jpg
PHT000090,PRJ00044,School Building Repair,22.80364216692417,87.5973622203294,2026-02-09,False,PHT000090.jpg
PHT000091,PRJ00045,Borewell / Handpump,23.22892422170141,88.12434811000735,2026-02-04,False,PHT000091.jpg
PHT000092,PRJ00046,Sports Infrastructure,22.74957876245592,88.05063223187818,2026-08-02,False,PHT000092.jpg
PHT000093,PRJ00047,Street Lighting,23.084883238486857,88.33966360396175,2025-11-23,False,PHT000093.jpg
PHT000094,PRJ00047,Street Lighting,23.085108904881498,88.3400964774197,2026-04-12,False,PHT000094.jpg
PHT000095,PRJ00047,Street Lighting,23.08456418627648,88.33986736535816,2026-06-07,False,PHT000095.jpg
PHT000096,PRJ00048,Drainage System,23.38600089368779,87.5353044859547,2026-07-14,False,PHT000096.jpg
PHT000097,PRJ00048,Drainage System,23.38675545421489,87.53480978840108,2026-08-09,False,PHT000097.jpg
PHT000098,PRJ00048,Drainage System,23.386073887115646,87.53451516872173,2026-07-20,False,PHT000098.jpg
PHT000099,PRJ00049,Borewell / Handpump,22.682398853817908,88.31366240589769,2026-08-22,False,PHT000099.jpg
PHT000100,PRJ00049,Borewell / Handpump,22.682859759463565,88.31413986810738,2026-08-24,False,PHT000100.jpg
PHT000101,PRJ00049,Borewell / Handpump,22.68287975832513,88.31376178202748,2026-08-22,False,PHT000101.jpg
PHT000102,PRJ00050,Library / Reading Room,23.26409152082939,87.63878316603007,2026-05-16,False,PHT000102.jpg
PHT000103,PRJ00050,Library / Reading Room,23.26368272093154,87.63859231989723,2026-05-12,False,PHT000103.jpg
PHT000104,PRJ00050,Library / Reading Room,23.26456711513631,87.6388000463297,2026-04-25,False,PHT000104.jpg
PHT000105,PRJ00051,Sports Infrastructure,23.23130238840541,87.70895917159224,2025-06-17,False,PHT000105.jpg
PHT000106,PRJ00052,Drinking Water Supply,23.38283790833748,87.9065197977167,2025-09-01,False,PHT000106.jpg
PHT000107,PRJ00052,Drinking Water Supply,23.382887824109748,87.90582837148804,2025-11-17,False,PHT000107.jpg
PHT000108,PRJ00053,Public Toilet Complex,22.764281940204302,88.3698837197246,2025-02-28,False,PHT000108.jpg
PHT000109,PRJ00053,Public Toilet Complex,22.764644263981115,88.36992219471155,2025-10-05,False,PHT000109.jpg
PHT000110,PRJ00053,Public Toilet Complex,22.76443870611373,88.36925813487385,2025-08-22,False,PHT000110.jpg
PHT000111,PRJ00054,Sports Infrastructure,23.2498280802036,88.24723404199355,2026-08-22,False,PHT000111.jpg
PHT000112,PRJ00054,Sports Infrastructure,23.24959310419424,88.2470678071682,2026-06-24,False,PHT000112.jpg
PHT000113,PRJ00054,Sports Infrastructure,23.25001731535645,88.24770367506072,2026-07-13,False,PHT000113.jpg
PHT000114,PRJ00055,Public Toilet Complex,23.365065010989248,87.72093749391506,2026-07-31,False,PHT000114.jpg
PHT000115,PRJ00055,Public Toilet Complex,23.36480313379103,87.72152711635269,2026-06-21,False,PHT000115.jpg
PHT000116,PRJ00055,Public Toilet Complex,23.36574467320524,87.72076952269379,2026-08-08,False,PHT000116.jpg
PHT000117,PRJ00056,Street Lighting,22.40065141254493,88.14074384680166,2026-08-22,False,PHT000117.jpg
PHT000118,PRJ00056,Street Lighting,22.401286751259192,88.14106657039245,2026-08-13,False,PHT000118.jpg
PHT000119,PRJ00056,Street Lighting,22.400985065932684,88.14151595611368,2026-07-23,False,PHT000119.jpg
PHT000120,PRJ00057,Community Hall,22.7491486724,87.7447563723712,2025-05-16,True,PHT000120.jpg
PHT000121,PRJ00057,Community Hall,22.749516455064555,87.74443687792466,2025-02-04,False,PHT000121.jpg
PHT000122,PRJ00058,Community Hall,22.809142909535325,88.38778249422998,2026-06-23,False,PHT000122.jpg
PHT000123,PRJ00058,Community Hall,22.808956717442257,88.38807156384298,2026-06-27,False,PHT000123.jpg
PHT000124,PRJ00059,Road Construction,23.00021136070212,88.4548471493937,2026-03-19,False,PHT000124.jpg
PHT000125,PRJ00059,Road Construction,23.00048052598676,88.45484365673522,2026-03-22,False,PHT000125.jpg
PHT000126,PRJ00059,Road Construction,23.000112335201777,88.45479961344343,2026-05-01,False,PHT000126.jpg
PHT000127,PRJ00060,Drainage System,23.369750697583825,87.93309788866227,2024-11-26,False,PHT000127.jpg
PHT000128,PRJ00060,Drainage System,23.369085838889493,87.93277878296806,2024-07-22,False,PHT000128.jpg
PHT000129,PRJ00061,Library / Reading Room,23.05564805519311,88.1350763931464,2026-04-29,False,PHT000129.jpg
PHT000130,PRJ00061,Library / Reading Room,23.055392642818937,88.1352472191447,2026-02-23,False,PHT000130.jpg
PHT000131,PRJ00062,Community Hall,22.63752641082856,88.44035344502619,2025-12-23,False,PHT000131.jpg
PHT000132,PRJ00062,Community Hall,22.637354656980083,88.44025117713602,2025-06-27,False,PHT000132.jpg
PHT000133,PRJ00062,Community Hall,22.63718903056149,88.44013189882173,2025-07-10,False,PHT000133.jpg
PHT000134,PRJ00063,Street Lighting,22.723837785623715,87.99993934876682,2026-08-26,False,PHT000134.jpg
PHT000135,PRJ00063,Street Lighting,22.724164490369063,88.00076391893188,2026-08-10,False,PHT000135.jpg
PHT000136,PRJ00063,Street Lighting,22.72387998369214,88.00039968807233,2026-08-10,False,PHT000136.jpg
PHT000137,PRJ00064,Public Toilet Complex,22.6718932523252,88.27630766945913,2026-05-12,False,PHT000137.jpg
PHT000138,PRJ00064,Public Toilet Complex,22.671857077805296,88.27672441551466,2026-06-08,False,PHT000138.jpg
PHT000139,PRJ00064,Public Toilet Complex,22.67133087858748,88.27700701617604,2026-02-15,False,PHT000139.jpg
PHT000140,PRJ00065,Road Construction,23.17040500576742,88.03650487283181,2026-03-12,False,PHT000140.jpg
PHT000141,PRJ00065,Road Construction,23.170823326984777,88.03616446660598,2025-11-22,False,PHT000141.jpg
PHT000142,PRJ00066,Sports Infrastructure,23.48470016604857,87.48083112721672,2025-05-23,True,PHT000142.jpg
PHT000143,PRJ00067,School Building Repair,22.797555917160324,87.62759045458645,2026-08-05,False,PHT000143.jpg
PHT000144,PRJ00067,School Building Repair,22.798011315510493,87.62838677182911,2026-08-26,False,PHT000144.jpg
PHT000145,PRJ00067,School Building Repair,22.79789150461297,87.62784262686665,2026-08-25,False,PHT000145.jpg
PHT000146,PRJ00068,Public Toilet Complex,22.966793315753883,88.222859428483,2025-07-19,False,PHT000146.jpg
PHT000147,PRJ00068,Public Toilet Complex,22.96694231635501,88.22299739402847,2025-02-07,False,PHT000147.jpg
PHT000148,PRJ00068,Public Toilet Complex,22.96673102820229,88.22232527816274,2025-02-16,False,PHT000148.jpg
PHT000149,PRJ00069,Community Hall,23.444767323031844,88.02707683823442,2026-03-09,False,PHT000149.jpg
PHT000150,PRJ00069,Community Hall,23.44449438123664,88.0275646214958,2026-07-25,False,PHT000150.jpg
PHT000151,PRJ00070,School Building Repair,23.10637620349273,87.92421536350311,2025-10-17,False,PHT000151.jpg
PHT000152,PRJ00070,School Building Repair,23.106325144966814,87.92403604178133,2025-12-15,False,PHT000152.jpg
PHT000153,PRJ00070,School Building Repair,23.10614297873315,87.92395797553587,2026-02-24,False,PHT000153.jpg
PHT000154,PRJ00071,School Building Repair,23.35229710504712,87.78371240300658,2026-05-28,False,PHT000154.jpg
PHT000155,PRJ00071,School Building Repair,23.35153312689389,87.78401374353179,2026-07-09,False,PHT000155.jpg
PHT000156,PRJ00071,School Building Repair,23.35201634772796,87.78394666675976,2026-08-19,False,PHT000156.jpg
PHT000157,PRJ00072,Road Construction,22.55542526278987,87.46319155015597,2026-08-24,False,PHT000157.jpg
PHT000158,PRJ00072,Road Construction,22.555588109422544,87.46355422182259,2026-08-24,False,PHT000158.jpg
PHT000159,PRJ00072,Road Construction,22.55518832324977,87.4639651645001,2026-08-28,False,PHT000159.jpg
PHT000160,PRJ00073,Street Lighting,23.38481954213352,87.71778862104418,2026-03-26,False,PHT000160.jpg
PHT000161,PRJ00073,Street Lighting,23.38520844147473,87.7177990295348,2026-07-21,False,PHT000161.jpg
PHT000162,PRJ00074,Street Lighting,22.47654800398923,88.41185539007641,2026-04-13,False,PHT000162.jpg
PHT000163,PRJ00074,Street Lighting,22.476940803848247,88.41219955229442,2025-08-21,False,PHT000163.jpg
PHT000164,PRJ00075,Borewell / Handpump,22.69433430991074,88.06005154468495,2026-04-22,False,PHT000164.jpg
PHT000165,PRJ00076,Road Construction,22.46679318756083,88.06937626914987,2026-07-22,False,PHT000165.jpg
PHT000166,PRJ00076,Road Construction,22.46708233328683,88.0688225476479,2026-08-11,False,PHT000166.jpg
PHT000167,PRJ00076,Road Construction,22.466859622665176,88.06891217875756,2026-07-22,False,PHT000167.jpg
PHT000168,PRJ00077,Drainage System,22.50638807595642,87.53103633348235,2026-08-16,False,PHT000168.jpg
PHT000169,PRJ00078,Drinking Water Supply,22.44455529017271,87.85309077730179,2026-07-02,False,PHT000169.jpg
PHT000170,PRJ00078,Drinking Water Supply,22.44447248622272,87.85246539741482,2026-05-30,False,PHT000170.jpg
PHT000171,PRJ00078,Drinking Water Supply,22.444832511869343,87.85331160527838,2026-08-17,False,PHT000171.jpg
PHT000172,PRJ00079,Sports Infrastructure,23.25932080521816,88.05373380348377,2026-07-26,False,PHT000172.jpg
PHT000173,PRJ00079,Sports Infrastructure,23.25953808215657,88.05318480152494,2026-07-22,False,PHT000173.jpg
PHT000174,PRJ00080,Public Toilet Complex,23.158720227998813,87.50970315796562,2026-07-15,False,PHT000174.jpg
PHT000175,PRJ00081,Community Hall,20.174583535501267,75.71391214166108,2026-01-09,False,PHT000175.jpg
PHT000176,PRJ00082,Drinking Water Supply,19.55309228221222,75.12436065463532,2026-03-02,False,PHT000176.jpg
PHT000177,PRJ00083,Drinking Water Supply,19.914746976106564,76.04718387823239,2026-03-10,False,PHT000177.jpg
PHT000178,PRJ00084,Drainage System,19.617653229571097,75.25290592990923,2026-08-06,False,PHT000178.jpg
PHT000179,PRJ00084,Drainage System,19.61817917443672,75.25358197431768,2026-07-08,False,PHT000179.jpg
PHT000180,PRJ00085,Drinking Water Supply,20.284259974432143,75.82664618857387,2026-07-17,False,PHT000180.jpg
PHT000181,PRJ00085,Drinking Water Supply,20.283338217520143,75.82710076002172,2026-05-23,False,PHT000181.jpg
PHT000182,PRJ00085,Drinking Water Supply,20.28366476007192,75.82729240435229,2026-08-02,False,PHT000182.jpg
PHT000183,PRJ00086,Street Lighting,19.3234023017049,75.44222350512246,2026-06-05,False,PHT000183.jpg
PHT000184,PRJ00087,Library / Reading Room,20.2787696610015,75.23477904073923,2026-01-24,False,PHT000184.jpg
PHT000185,PRJ00087,Library / Reading Room,20.27929704881064,75.23412663382638,2026-05-15,False,PHT000185.jpg
PHT000186,PRJ00087,Library / Reading Room,20.27902610506701,75.23419919516144,2026-01-29,False,PHT000186.jpg
PHT000187,PRJ00088,School Building Repair,19.30539979849258,75.90263380525495,2025-01-30,False,PHT000187.jpg
PHT000188,PRJ00089,Road Construction,19.488448956546936,75.61008568029625,2025-10-15,False,PHT000188.jpg
PHT000189,PRJ00089,Road Construction,19.48840082055886,75.61010997373528,2026-06-27,False,PHT000189.jpg
PHT000190,PRJ00089,Road Construction,19.488633006210108,75.61096763367064,2026-04-28,False,PHT000190.jpg
PHT000191,PRJ00090,Street Lighting,19.285675401372263,75.6774225125557,2026-03-13,False,PHT000191.jpg
PHT000192,PRJ00090,Street Lighting,19.285711971054628,75.67751012914687,2025-07-16,False,PHT000192.jpg
PHT000193,PRJ00091,Drainage System,20.155083135975143,75.32714560470183,2026-04-04,False,PHT000193.jpg
PHT000194,PRJ00091,Drainage System,20.15494316647114,75.32691143952279,2026-07-10,False,PHT000194.jpg
PHT000195,PRJ00092,Community Hall,19.24874766208851,75.97720824482863,2025-01-01,False,PHT000195.jpg
PHT000196,PRJ00093,Road Construction,19.267867090396585,76.05442862357589,2026-04-18,False,PHT000196.jpg
PHT000197,PRJ00093,Road Construction,19.26743374664574,76.05444262957805,2026-04-15,False,PHT000197.jpg
PHT000198,PRJ00094,Street Lighting,19.72744418087513,75.53093224554773,2025-03-12,False,PHT000198.jpg
PHT000199,PRJ00094,Street Lighting,19.727667060156268,75.53103814033514,2025-01-22,False,PHT000199.jpg
PHT000200,PRJ00095,Sports Infrastructure,19.65510562601736,75.46175945777554,2026-01-21,False,PHT000200.jpg
PHT000201,PRJ00095,Sports Infrastructure,19.65561765338672,75.46206847298757,2026-02-01,False,PHT000201.jpg
PHT000202,PRJ00095,Sports Infrastructure,19.654944330836592,75.46117780933004,2025-07-21,False,PHT000202.jpg
PHT000203,PRJ00096,Drinking Water Supply,20.18740854885099,75.84929638764744,2026-07-30,False,PHT000203.jpg
PHT000204,PRJ00096,Drinking Water Supply,20.187310971641622,75.84942259377912,2026-06-23,False,PHT000204.jpg
PHT000205,PRJ00096,Drinking Water Supply,20.18769922707549,75.84925393373545,2026-07-09,False,PHT000205.jpg
PHT000206,PRJ00097,Community Hall,20.0527712878028,75.84365262799534,2025-12-20,False,PHT000206.jpg
PHT000207,PRJ00098,Road Construction,19.39845184789322,75.99315117633718,2026-08-16,False,PHT000207.jpg
PHT000208,PRJ00099,Library / Reading Room,20.08543258582688,75.23296062710632,2026-02-04,False,PHT000208.jpg
PHT000209,PRJ00099,Library / Reading Room,20.08527606094024,75.23269814420654,2025-11-24,False,PHT000209.jpg
PHT000210,PRJ00099,Library / Reading Room,20.085618693569373,75.23236858634397,2025-09-01,False,PHT000210.jpg
PHT000211,PRJ00100,Library / Reading Room,19.3747887462846,75.96671321593408,2025-10-23,False,PHT000211.jpg
PHT000212,PRJ00101,Borewell / Handpump,19.318293203362227,76.19010349427401,2025-09-30,False,PHT000212.jpg
PHT000213,PRJ00101,Borewell / Handpump,19.31764796634822,76.19051525187668,2025-08-11,False,PHT000213.jpg
PHT000214,PRJ00101,Borewell / Handpump,19.317842868560884,76.18982817311492,2026-05-16,False,PHT000214.jpg
PHT000215,PRJ00102,Borewell / Handpump,19.707040372639977,75.83359614369056,2026-08-23,False,PHT000215.jpg
PHT000216,PRJ00102,Borewell / Handpump,19.70741821420673,75.83379877395429,2026-08-26,False,PHT000216.jpg
PHT000217,PRJ00103,Road Construction,20.20739603851625,75.94908774167604,2026-06-11,False,PHT000217.jpg
PHT000218,PRJ00103,Road Construction,20.207451451263147,75.94821087588201,2026-06-17,False,PHT000218.jpg
PHT000219,PRJ00104,Drainage System,20.22163579885751,76.21045663687983,2025-12-13,False,PHT000219.jpg
PHT000220,PRJ00105,Drinking Water Supply,20.204812622285083,76.14398831338485,2026-01-10,False,PHT000220.jpg
PHT000221,PRJ00105,Drinking Water Supply,20.205236734836355,76.14427091064258,2026-04-17,False,PHT000221.jpg
PHT000222,PRJ00106,Public Toilet Complex,19.105262466720195,75.50063168190236,2026-01-10,True,PHT000222.jpg
PHT000223,PRJ00106,Public Toilet Complex,19.10520789429533,75.49978896727886,2026-04-14,False,PHT000223.jpg
PHT000224,PRJ00107,Public Toilet Complex,19.64227576246248,75.3691647758841,2025-12-22,False,PHT000224.jpg
PHT000225,PRJ00107,Public Toilet Complex,19.64244365300969,75.36963023951033,2026-06-24,False,PHT000225.jpg
PHT000226,PRJ00107,Public Toilet Complex,19.642923349656204,75.36928848445471,2025-12-03,False,PHT000226.jpg
PHT000227,PRJ00108,Sports Infrastructure,20.198280791530102,75.5343812362416,2026-07-04,False,PHT000227.jpg
PHT000228,PRJ00108,Sports Infrastructure,20.19751472851912,75.53532028432309,2025-10-31,False,PHT000228.jpg
PHT000229,PRJ00108,Sports Infrastructure,20.197755351773893,75.53508012061396,2026-02-20,False,PHT000229.jpg
PHT000230,PRJ00109,Public Toilet Complex,19.278212939329705,75.59760283091587,2026-08-12,False,PHT000230.jpg
PHT000231,PRJ00109,Public Toilet Complex,19.277937334945904,75.59706019930526,2026-07-25,False,PHT000231.jpg
PHT000232,PRJ00110,Public Toilet Complex,19.999584836617807,75.35205134429147,2024-12-29,False,PHT000232.jpg
PHT000233,PRJ00111,Drainage System,19.1787828511068,76.03033067093686,2026-03-20,False,PHT000233.jpg
PHT000234,PRJ00112,Library / Reading Room,19.285904053459383,75.31783710685279,2024-11-08,False,PHT000234.jpg
PHT000235,PRJ00112,Library / Reading Room,19.28674225844152,75.31795628621862,2025-09-29,False,PHT000235.jpg
PHT000236,PRJ00112,Library / Reading Room,19.28585592620422,75.31792216035224,2025-06-22,False,PHT000236.jpg
PHT000237,PRJ00113,Drinking Water Supply,19.13042887093016,75.28783458030945,2026-05-21,False,PHT000237.jpg
PHT000238,PRJ00113,Drinking Water Supply,19.130743608642543,75.28748510183013,2025-09-21,False,PHT000238.jpg
PHT000239,PRJ00114,Library / Reading Room,19.12350917853433,75.22537708754697,2025-09-27,False,PHT000239.jpg
PHT000240,PRJ00114,Library / Reading Room,19.123732072527687,75.22466190112176,2024-12-26,False,PHT000240.jpg
PHT000241,PRJ00115,Sports Infrastructure,19.39225218857976,75.96653373525884,2025-05-26,False,PHT000241.jpg
PHT000242,PRJ00115,Sports Infrastructure,19.391421639943587,75.96705692432991,2024-11-01,False,PHT000242.jpg
PHT000243,PRJ00116,Street Lighting,20.175936990762096,75.11524228501278,2026-08-21,False,PHT000243.jpg
PHT000244,PRJ00116,Street Lighting,20.17583277263733,75.1152666702625,2026-08-01,False,PHT000244.jpg
PHT000245,PRJ00116,Street Lighting,20.17541565631436,75.1152802330989,2026-08-20,False,PHT000245.jpg
PHT000246,PRJ00117,Drinking Water Supply,19.60561252276651,76.17110454371436,2025-02-11,False,PHT000246.jpg
PHT000247,PRJ00117,Drinking Water Supply,19.60559206567609,76.17157761684632,2025-05-17,False,PHT000247.jpg
PHT000248,PRJ00117,Drinking Water Supply,19.6061606035625,76.17165230889921,2025-01-29,False,PHT000248.jpg
